SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :   1     Table Repository                              Time : 11:05:41

 +-#--+------ Name --------+Columns+Indexes+Size+- DB table -+--- Database ---+
 |   3|Cabang              |      4|      2|  10|CABANG      |INVENTORY       |
|  4|Key04               |Non-unique|  1 Store_Code          |   2|Ascending  |
|   |                    |          |  6 Location            |   5|Ascending  |
|   |                    |          |  9 Item#               |   8|Ascending  |
|   |                    |          |  2 Trx_Date            |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  5|Key05               |Non-unique|  1 Store_Code          |   2|Ascending  |
|   |                    |          |  9 Item#               |   8|Ascending  |
|   |                    |          |  2 Trx_Date            |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  39     Table Repository                              Time : 11:05:42



+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|   |                    |          |  6 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  6|Key06               |Non-unique|  1 Store_Code          |   2|Ascending  |
|   |                    |          |  4 Trx_Type            |   1|Ascending  |
|   |                    |          |  7 Trx No#             |  20|Ascending  |
|   |                    |          |  2 Trx_Date            |   8|Ascending  |
|   |                    |          |  9 Item#               |   8|Ascending  |
|   |                    |          |  6 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  60 : Monthly Product Hist   Length :   185

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Store_code          |   0|Numeric  |3P0A               |                |
|   2|Periode             |   0|Date     |MM/YYYYA           |                |
|   3|SKU (Monthly)       |   0|Alpha    |8A                 |                |
|   4|Location            |   0|Alpha    |U5A                |                |
|   5|Bgin_Qty            |   0|Numeric  |N9.2CP Z A         |                |
|   6|Bgin_Amount         |   0|Numeric  |N12.2CP Z A        |                |
|   7|Recv_PO_qty         |   0|Numeric  |N9.2CP Z A         |                |
|   8|Recv_PO_Amount      |   0|Numeric  |N12.2CP Z A        |                |
|   9|Rtn_PO_Qty          |   0|Numeric  |N9.2CP Z A         |                |
|  10|Rtn_PO_Amount       |   0|Numeric  |N12.2CP Z A        |                |
|  11|DO_IN_Qty           |   0|Numeric  |N9.2CP Z A         |                |
|  12|DO_IN_Amount        |   0|Numeric  |N12.2CP Z A        |                |
|  13|DO_Out_Qty          |   0|Numeric  |N9.2CP Z A         |                |
|  14|DO_Out_amount       |   0|Numeric  |N12.2CP Z A        |                |
|  15|Adj_Qty             |   0|Numeric  |N9.2CP Z A         |                |
|  16|Adj_Amount          |   0|Numeric  |N12.2CP Z A        |                |
|  17|Sales_qty           |   0|Numeric  |N9.2CP Z A         |                |
|  18|Sales_Amount        |   0|Numeric  |N12.2CP Z A        |                |
|  19|Sreturn_Qty         |   0|Numeric  |N9.2CP Z A         |                |
|  20|Sreturn_Amount      |   0|Numeric  |N12.2CP Z A        |                |
|  21|Ending_Qty          |   0|Numeric  |N9.2CP Z A         |                |
|  22|Ending_Amount       |   0|Numeric  |N12.2CP Z A        |                |
|  23|Koreksi Adjustment  |   0|Numeric  |N9.2CP Z A         |                |
|  24|Avg_Cost_BOM        |   0|Numeric  |N9.2CP Z A         |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key_01              |Unique    |  1 Store_code          |   2|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
|   |                    |          |  3 SKU (Monthly)       |   8|Ascending  |
|   |                    |          |  4 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key_02              |Non-unique|  1 Store_code          |   2|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
|   |                    |          |  4 Location            |   5|Ascending  |
|   |                    |          |  3 SKU (Monthly)       |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  40     Table Repository                              Time : 11:05:42



+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
+---+--------------------+----------+------------------------+----+-----------+
|  3|Key_03              |Non-unique|  1 Store_code          |   2|Ascending  |
|   |                    |          |  3 SKU (Monthly)       |   8|Ascending  |
|   |                    |          |  4 Location            |   5|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  4|Key_04              |Non-unique|  1 Store_code          |   2|Ascending  |
|   |                    |          |  4 Location            |   5|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
|   |                    |          |  3 SKU (Monthly)       |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  61 : Monthly COGS           Length :    90

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Store Code          |   0|Numeric  |3P0A               |                |
|   2|Periode             |   0|Date     |MM/YYYYA           |                |
|   3|SKU                 |   0|Alpha    |8A                 |                |
|   4|Beginning Qty       |   0|Numeric  |N9.2CP Z A         |                |
|   5|Beginning Amount    |   0|Numeric  |N12.2CP Z A        |                |
|   6|Receiving Qty       |   0|Numeric  |N9.2CP Z A         |                |
|   7|Receiving Amount    |   0|Numeric  |N12.2CP Z A        |                |
|   8|Recv Return Qty     |   0|Numeric  |N9.2CP Z A         |                |
|   9|Recv Return Amount  |   0|Numeric  |N12.2CP Z A        |                |
|  10|Adjustment Qty      |   0|Numeric  |N9.2CP Z A         |                |
|  11|Adjustment Amount   |   0|Numeric  |N12.2CP Z A        |                |
|  12|Monthly Avg Cost    |   0|Numeric  |N9.2CP Z A         |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key01               |Unique    |  1 Store Code          |   2|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
|   |                    |          |  3 SKU                 |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key02               |Non-unique|  1 Store Code          |   2|Ascending  |
|   |                    |          |  3 SKU                 |   8|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  62 : Monthly Product COST   Length :   185

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Store_code          |   0|Numeric  |3P0A               |                |
|   2|Periode             |   0|Date     |MM/YYYYA           |                |
|   3|SKU (Monthly)       |   0|Alpha    |8A                 |                |
|   4|BLANK               |   0|Alpha    |U5A                |                |
|   5|Bgin_Qty            |   0|Numeric  |N9.2CP Z A         |                |
|   6|Bgin_Amount         |   0|Numeric  |N12.2CP Z A        |                |
+----+--------------------+----+---------+-------------------+----------------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  41     Table Repository                              Time : 11:05:42

 Table  62 : Monthly Product COST   Length :   185

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   7|Recv_PO_qty         |   0|Numeric  |N9.2CP Z A         |                |
|   8|Recv_PO_Amount      |   0|Numeric  |N12.2CP Z A        |                |
|   9|Rtn_PO_Qty          |   0|Numeric  |N9.2CP Z A         |                |
|  10|Rtn_PO_Amount       |   0|Numeric  |N12.2CP Z A        |                |
|  11|DO_IN_Qty           |   0|Numeric  |N9.2CP Z A         |                |
|  12|DO_IN_Amount        |   0|Numeric  |N12.2CP Z A        |                |
|  13|DO_Out_Qty          |   0|Numeric  |N9.2CP Z A         |                |
|  14|DO_Out_amount       |   0|Numeric  |N12.2CP Z A        |                |
|  15|Adj_Qty             |   0|Numeric  |N9.2CP Z A         |                |
|  16|Adj_Amount          |   0|Numeric  |N12.2CP Z A        |                |
|  17|Sales_qty           |   0|Numeric  |N9.2CP Z A         |                |
|  18|Sales_Amount        |   0|Numeric  |N12.2CP Z A        |                |
|  19|Sreturn_Qty         |   0|Numeric  |N9.2CP Z A         |                |
|  20|Sreturn_Amount      |   0|Numeric  |N12.2CP Z A        |                |
|  21|Ending_Qty          |   0|Numeric  |N9.2CP Z A         |                |
|  22|Ending_Amount       |   0|Numeric  |N12.2CP Z A        |                |
|  23|Retail_Price_BOM    |   0|Numeric  |N9.2CP Z A         |                |
|  24|ALL_Avg_Cost        |   0|Numeric  |N9.2CP Z A         |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key_01              |Unique    |  1 Store_code          |   2|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
|   |                    |          |  3 SKU (Monthly)       |   8|Ascending  |
|   |                    |          |  4 BLANK               |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key_02              |Non-unique|  1 Store_code          |   2|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
|   |                    |          |  4 BLANK               |   5|Ascending  |
|   |                    |          |  3 SKU (Monthly)       |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  3|Key_03              |Non-unique|  1 Store_code          |   2|Ascending  |
|   |                    |          |  3 SKU (Monthly)       |   8|Ascending  |
|   |                    |          |  4 BLANK               |   5|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  4|Key_04              |Non-unique|  1 Store_code          |   2|Ascending  |
|   |                    |          |  4 BLANK               |   5|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
|   |                    |          |  3 SKU (Monthly)       |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  63 : Konstant Cost          Length :    26

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|K Store Code        |   0|Numeric  |3P0A               |                |
|   2|K Periode           |   0|Date     |MM/YYYYA           |                |
+----+--------------------+----+---------+-------------------+----------------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  42     Table Repository                              Time : 11:05:42

 Table  63 : Konstant Cost          Length :    26

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   3|K SKU               |   0|Alpha    |8A                 |                |
|   4|K Monthly Cost      |   0|Numeric  |N9.2CP Z A         |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key01               |Unique    |  1 K Store Code        |   2|Ascending  |
|   |                    |          |  2 K Periode           |   8|Ascending  |
|   |                    |          |  3 K SKU               |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key02               |Non-unique|  1 K Store Code        |   2|Ascending  |
|   |                    |          |  3 K SKU               |   8|Ascending  |
|   |                    |          |  2 K Periode           |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  64 : DAILY PROCESS          Length :    24

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Store_Code          |   0|Numeric  |3P0A               |                |
|   2|Item#               |   0|Alpha    |U8A                |                |
|   3|Location            |   0|Alpha    |5A                 |                |
|   4|Date                |   0|Date     |DD/MM/YYYYA        |                |
|   5|Flag                |   0|Alpha    |UA                 |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key01               |Unique    |  1 Store_Code          |   2|Ascending  |
|   |                    |          |  2 Item#               |   8|Ascending  |
|   |                    |          |  3 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key02               |Non-unique|  1 Store_Code          |   2|Ascending  |
|   |                    |          |  5 Flag                |   1|Ascending  |
|   |                    |          |  2 Item#               |   8|Ascending  |
|   |                    |          |  4 Date                |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  65 : End Of Month           Length :     8

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Store_Code          |   0|Numeric  |3P0A               |                |
|   2|Year                |   0|Numeric  |4P0A               |                |
|   3|Month               |   0|Numeric  |2P0A               |                |
|   4|Status_Period       |   0|Alpha    |UA                 | ,Yes           |
+----+--------------------+----+---------+-------------------+----------------+





SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  43     Table Repository                              Time : 11:05:42



+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|KEY1                |Unique    |  1 Store_Code          |   2|Ascending  |
|   |                    |          |  2 Year                |   2|Ascending  |
|   |                    |          |  3 Month               |   2|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  66 : Tabel Promo            Length :    63

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Promo Type          |   0|Alpha    |U2A                |                |
|   2|Description         |   0|Alpha    |U30A               |                |
|   3|Persentage          |   0|Numeric  |2.2C Z             |                |
|   4|User_crt            |   0|Alpha    |U10A               |                |
|   5|Date_crt            |   0|Date     |DD/MM/YYYYA        |                |
|   6|Time_crt            |   0|Time     |HH:MM:SSA          |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key01               |Unique    |  1 Promo Type          |   2|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  67 : Promo Periode HD       Length :    75

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Promo Type          |   0|Alpha    |U2A                |                |
|   2|Tahun               |   0|Numeric  |4P0A               |                |
|   3|Seq No              |   0|Numeric  |2                  |                |
|   4|Period 1            |   4|Type:    |Date_Upd           |                |
|   5|Period 2            |   4|Type:    |Date_Upd           |                |
|   6|Keterangan          |   0|Alpha    |30A                |                |
|   7|Status              |   0|Alpha    |UA                 |Open,Closed     |
|   8|User_Upd            |   3|Type:    |User_Upd           |                |
|   9|Date_Upd            |   4|Type:    |Date_Upd           |                |
|  10|Time_Upd            |   5|Type:    |Time_Upd           |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key1                |Unique    |  1 Promo Type          |   2|Ascending  |
|   |                    |          |  2 Tahun               |   2|Ascending  |
|   |                    |          |  3 Seq No              |   2|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key2                |Unique    |  1 Promo Type          |   2|Ascending  |
|   |                    |          |  4 Period 1            |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  3|Key3                |Unique    |  1 Promo Type          |   2|Ascending  |
|   |                    |          |  5 Period 2            |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  44     Table Repository                              Time : 11:05:42

 Table  68 : Promo Periode DT       Length :    54

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Promo Type          |   0|Alpha    |U2A                |                |
|   2|Tahun               |   0|Numeric  |4P0A               |                |
|   3|Seq                 |   0|Numeric  |2P0A               |                |
|   4|Period 1            |   4|Type:    |Date_Upd           |                |
|   5|Period 2            |   4|Type:    |Date_Upd           |                |
|   6|Customer#           |   0|Alpha    |U10A               |                |
|   7|User_Upd            |   3|Type:    |User_Upd           |                |
|   8|Date_Upd            |   4|Type:    |Date_Upd           |                |
|   9|Time_Upd            |   5|Type:    |Time_Upd           |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key0                |Unique    |  1 Promo Type          |   2|Ascending  |
|   |                    |          |  2 Tahun               |   2|Ascending  |
|   |                    |          |  3 Seq                 |   2|Ascending  |
|   |                    |          |  6 Customer#           |  10|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key1                |Non-unique|  1 Promo Type          |   2|Ascending  |
|   |                    |          |  4 Period 1            |   8|Ascending  |
|   |                    |          |  6 Customer#           |  10|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  3|Key2                |Non-unique|  1 Promo Type          |   2|Ascending  |
|   |                    |          |  6 Customer#           |  10|Ascending  |
|   |                    |          |  5 Period 2            |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  4|Key3                |Non-unique|  6 Customer#           |  10|Ascending  |
|   |                    |          |  5 Period 2            |   8|Ascending  |
|   |                    |          |  1 Promo Type          |   2|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  5|Key4                |Non-unique|  6 Customer#           |  10|Ascending  |
|   |                    |          |  1 Promo Type          |   2|Ascending  |
|   |                    |          |  4 Period 1            |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  69 : Customer Type          Length :    25

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Cust_Type           |   0|Alpha    |U2A                |                |
|   2|Description         |   0|Alpha    |20A                |                |
|   3|NonPKP Price_Type   |   0|Alpha    |UA                 |Exclude,Include |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key1                |Unique    |  1 Cust_Type           |   2|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  45     Table Repository                              Time : 11:05:42

 Table  70 : Location               Length :    57

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Location_Code       |   0|Alpha    |U5A                |                |
|   2|Description         |   0|Alpha    |U20A               |                |
|   3|PKP                 |   0|Alpha    |UA                 |Yes,No          |
|   4|Price_Type          |   0|Alpha    |U2A                |                |
|   5|User_crt            |   0|Alpha    |U10A               |                |
|   6|Date_crt            |   0|Date     |DD/MM/YYYYA        |                |
|   7|Time_crt            |   0|Time     |HH:MM:SSA          |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key01               |Unique    |  1 Location_Code       |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  71 : Check Stock Location   Length :    28

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Location            |   0|Alpha    |U5A                |                |
|   2|Check Stock         |   0|Alpha    |UA                 |Yes,No          |
|   3|User Create         |   0|Alpha    |U10A               |                |
|   4|Date Create         |   0|Date     |DD/MM/YYYYA        |                |
|   5|Time Create         |   0|Time     |HH:MM:SS           |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key01               |Unique    |  1 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key02               |Non-unique|  2 Check Stock         |   1|Ascending  |
|   |                    |          |  1 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  72 : Price Location         Length :     9

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Location            |   0|Alpha    |U5A                |                |
|   2|Price_Type          |   0|Alpha    |U2A                |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key1                |Unique    |  1 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key2                |Non-unique|  2 Price_Type          |   2|Ascending  |
|   |                    |          |  1 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  46     Table Repository                              Time : 11:05:42

 Table  73 : Closing Location       Length :    16

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Location            |   0|Alpha    |U5A                |                |
|   2|Periode             |   0|Date     |MM/YYYYA           |                |
|   3|Status CL           |   0|Alpha    |UA                 |Open,Closed     |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key1                |Unique    |  1 Location            |   5|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key2                |Non-unique|  3 Status CL           |   1|Ascending  |
|   |                    |          |  2 Periode             |   8|Ascending  |
|   |                    |          |  1 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  74 : Type Lokasi            Length :     6

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Location            |   0|Alpha    |U5A                |                |
|   2|Type                |   0|Alpha    |UA                 |1=Storage on Loc|
|    |                    |    |         |                   |al Site,Outlet,S|
|    |                    |    |         |                   |torage on Outsit|
|    |                    |    |         |                   |e               |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|key1                |Unique    |  1 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|key2                |Non-unique|  2 Type                |   1|Ascending  |
|   |                    |          |  1 Location            |   5|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  75 : Wilayah                Length :    50

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Kode_Wilayah        |   0|Alpha    |U3A                |                |
|   2|Nama_Wilayah        |   0|Alpha    |U20A               |                |
|   3|User_Create         |   0|Alpha    |U10A               |                |
|   4|Date_Create         |   0|Date     |DD/MM/YYYYA        |                |
|   5|Time_Create         |   0|Time     |HH:MM:SSA          |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
+---+--------------------+----------+------------------------+----+-----------+


SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  47     Table Repository                              Time : 11:05:42



+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key01               |Unique    |  1 Kode_Wilayah        |   3|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key02               |Non-unique|  2 Nama_Wilayah        |  20|Ascending  |
|   |                    |          |  1 Kode_Wilayah        |   3|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  76 : Wilayah by Amount      Length :    38

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Kode Wilayah        |   0|Alpha    |U3A                |                |
|   2|Customer_Type       |   0|Alpha    |U2A                |                |
|   3|Nilai Minimal       |   0|Numeric  |N12.2CP Z A        |                |
|   4|User_Create         |   0|Alpha    |U10A               |                |
|   5|Date_Create         |   0|Date     |DD/MM/YYYYA        |                |
|   6|Time_Create         |   0|Time     |HH:MM:SSA          |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key01               |Non-unique|  2 Customer_Type       |   2|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key02               |Non-unique|  1 Kode Wilayah        |   3|Ascending  |
|   |                    |          |  2 Customer_Type       |   2|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  77 : Consl Customer HD      Length :    35

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Customer_Group      |   0|Alpha    |U3A                |                |
|   2|Group_Description   |   0|Alpha    |30A                |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key1                |Unique    |  1 Customer_Group      |   3|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  78 : Consl Customer DT      Length :    40

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Customer_Group      |   0|Alpha    |U3A                |                |
|   2|Customer_Code       |   0|Alpha    |U10A               |                |
|   3|User_crt            |   0|Alpha    |U10A               |                |
|   4|Date_crt            |   0|Date     |DD/MM/YYYYA        |                |
|   5|Time_crt            |   0|Time     |HH:MM:SSA          |                |
+----+--------------------+----+---------+-------------------+----------------+





SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  48     Table Repository                              Time : 11:05:42



+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key1                |Unique    |  1 Customer_Group      |   3|Ascending  |
|   |                    |          |  2 Customer_Code       |  10|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  79 : Info Detail Customer   Length :   123

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Customer#           |   0|Alpha    |U10A               |                |
|   2|Store               |   0|Numeric  |3P0A               |                |
|   3|Seq#                |   0|Numeric  |5                  |                |
|   4|Remark              |   0|Alpha    |80A                |                |
|   5|User_crt            |   0|Alpha    |U10A               |                |
|   6|Date_crt            |   0|Date     |DD/MM/YYYYA        |                |
|   7|Time_crt            |   0|Time     |HH:MM:SSA          |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key01               |Unique    |  1 Customer#           |  10|Ascending  |
|   |                    |          |  2 Store               |   2|Ascending  |
|   |                    |          |  3 Seq#                |   4|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
 Table  81 : Master_Article         Length :   139

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|Article_Code        |   0|Alpha    |U15A               |                |
|   2|Article_Name        |   0|Alpha    |U30A               |                |
|   3|Style               |   0|Alpha    |U30A               |                |
|   4|BOM_pcs             |   0|Numeric  |6.2C Z             |                |
|   5|FOH_pcs             |   0|Numeric  |6.2C Z             |                |
|   6|ONGKOS_JAHIT_pcs    |   0|Numeric  |6.2C Z             |                |
|   7|Operation_Cost      |   0|Numeric  |4.2C Z             |                |
|   8|Interest_Cost       |   0|Numeric  |2.2+,%;            |                |
|   9|Toleransi_sisa_poton|   0|Numeric  |2.2+,%;            |                |
|  10|User_Create         |   0|Alpha    |U10A               |                |
|  11|Date_Create         |   0|Date     |DD/MM/YYYYA        |                |
|  12|Time_Create         |   0|Time     |HH:MM:SSA          |                |
+----+--------------------+----+---------+-------------------+----------------+




+-#-+----Index Name -----+-- Type --+------- Column ---------+Size+- Order ---+
|  1|Key01               |Unique    |  1 Article_Code        |  15|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+
|  2|Key02               |Non-unique|  2 Article_Name        |  30|Ascending  |
|   |                    |          |  1 Article_Code        |  15|Ascending  |
+---+--------------------+----------+------------------------+----+-----------+



SANTA INVENTORY                        M A G I C   Version  8.30

 System : (SI)  SANTA                                           Date : 10/26/2020
   Page :  49     Table Repository                              Time : 11:05:42

 Table  82 : MASTER BARANG BB       Length :   216

+-#--+---- Column Name ---+Type+Attribute+----- Picture -----+---- Range -----+
|   1|SKU                 |   0|Alpha    |U8A                |                |
|   2|Product_Code        |   0|Alpha    |U15A               |                |
|   3|Product_Name        |   0|Alpha    |U40A               |                |
|   4|Article_Code        |   0|Alpha    |U15A               |                |
|   5|Merk                |   0|Alpha    |U2A                |                |
